unique_id,f_name_english,f_name_arabic,facility_category_name_english,facility_category_name_arabic,facilitysubcategorynameenglish,facilitysubcategorynamearabic,address_line_one,address_line_two_english,address_line_two_arabic,po_box,website,telephone_1,telephone_2,fax,expiry_date,status,area_id,x_coordinate,y_coordinate,email,area_english,area_arabic
328,Dr Roze And Associates Dental Clinic LLC,عيادة الدكتور روز وشركاه لطب الاسنان ش.ذ.م.م,Endodontics,حشو أسنان,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Dr Rose And Associates Villa,Umm Sequim Second Dubai UAE,Um Suqaim - 2,,,04 388 1313,,,11/18/2020,FAC_ACT,123,25.170577,55.150404,faye@drroze.com,Um Suqaim - 2,Um Suqaim - 2
329,Dr Michaels Dental Clinic Branch,عيادة الدكتور مايكل لطب الاسنان فرع,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Ismail Faraidooni,Umm Suqeim,Um Suqaim - 1,,www.drmichaels.com,971-50-7749492,,,10/25/2020,FAC_ACT,119,25.170577,55.150404,pro.drmichaels@gmail.com,Um Suqaim - 1,Um Suqaim - 1
334,Mediclinic Ibn Battuta Clinic LLC,عيادة ميدى كلينك ابن بطوطة ش.ذ.م.م,Obstetrics and Gynecology,أمراض النساء والولادة,Day Surgery Center,مركز جراحة اليوم,"Ibn Battutta Mall, Near China Court",Ibn battuta St,Jebeel Ali - 1,,,971-50-5980527,,,11/2/2020,FAC_ACT,136,25.04788004,55.12184922,,Jebeel Ali - 1,Jebeel Ali - 1
337,Aster Pharmacy 1,صيدلية أستر,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Bait Al Waleed I,Al Suq Al Kabeer,Al Suq Al Kabeer,,www.asterpharmacy.com,971-04-3863800,,,3/29/2021,FAC_ACT,98,25.260081,55.293932,aster1@asterpharmacy.com,Al Suq Al Kabeer,Al Suq Al Kabeer
343,The White House Clinic LLC,عيادة البيت الأبيض ش ذ م م,Obstetrics and Gynecology,أمراض النساء والولادة,PolyClinic (2spec),عيادة متعددة الاختصاصات (تخصصان),20 Compound -The White House Clinic LLC,Wisadeh Street 99,Um Suqaim - 3,,,050-242-4418,,,3/29/2021,FAC_ACT,127,25.13454901,55.19943925,info@thewhitehouseclinic.com,Um Suqaim - 3,Um Suqaim - 3
344,Easy Dental,ايزي للاسنان,General Dentistry,طب أسنان عام,PolyClinic (2spec),عيادة متعددة الاختصاصات (تخصصان),Al Attar Centre,Sheikh Khalifa Zayed St,Al Karama,,,971-50-1256778,,,2/13/2021,FAC_ACT,30,25.170577,55.150404,,Al Karama,Al Karama
354,Dr Kamkar Child Wellness Center,مركز الدكتور كامكار لصحة الطفل,General Practice,طب عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Uptown Mirdif Mall,Algeria Street,Mirdif,,www.drkamkar.com,971-506592002,,,12/18/2020,FAC_ACT,86,25.22483697,55.42427096,aakamkar@gmail.com,Mirdif,Mirdif
360,Medicure Poly Clinic Branch,مجمع ميديكيور الطبي  فرع,General Practice,طب عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Palace Tower,silicon st,Nadd Hessa,,,971-50-6588033,,,8/26/2020,FAC_ACT,179,25.11636778,55.39024209,abdul.nasar@medicuregroup.com,Nadd Hessa,Nadd Hessa
365,Overseas Ast Company Clinic,عيادة شركة آست لما وراء البحار ذ م م,Nursing,التمريض,General Clinic,عيادة عامة,Overseas Ast Labour Camp Accomodation,15a Street 3,Muhaisanah - 2,,,009-715-1891560,,,1/1/2021,FAC_ACT,90,25.26372403,55.42434709,mostafa.hassan@overseas-ast.com,Muhaisanah - 2,Muhaisanah - 2
395,Syed Sadiq General Practitioner Clinic L L C,عيادة سيد صادق للطب العام ش ذ م م,General Practice,طب عام,PolyClinic (2spec),عيادة متعددة الاختصاصات (تخصصان),Al Qouz Office Block,Latifa Bint Hamdan Street,Al Qoze - 1,,,971-55-9277701,,,2/2/2021,FAC_ACT,117,25.15205181,55.24206609,sayedusman@hotmail.com,Al Qoze - 1,Al Qoze - 1
397,Al Reem Dental And Cosmetic Center L L C,مركز الريم لطب الأسنان والتجميل ش ذ م م,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),The Elite Business Center,Al Seedaf Road 1,Al Barshaa - 1,,,971-50-6695882,,,2/8/2021,FAC_ACT,132,25.11647648,55.20601158,dr.rana@rdc.ae,Al Barshaa - 1,Al Barshaa - 1
404,Vasan Eye Multispeciality Day Surgical Center Br Of Vasan Health Projects LLC,مركز فاسان التخصصي لعناية العيون و جراحة اليوم الواحد فرع من فاسان للمشروعات الصحية ذ م م,Ophthalmology,أمراض العيون,Day Surgery Center,مركز جراحة اليوم,Zabeel Plaza,20b Street 56,Al Karama,,,971-050-6452500,,,4/27/2020,FAC_ACT_AEX,30,25.24001121,55.30494235,healthcare@vasaneye.ae,Al Karama,Al Karama
406,Moon Light Dental Center LLC,مركز مون لايت لطب الاسنان ش.ذ.م.م,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Moon Light Center To Evaluate Dentistry,Al Wasl Road,Al Bada,,www.moonlight-polyclinic.com,971-54-4606473,,,2/9/2021,FAC_ACT,107,25.21855782,55.26166538,moonlightpolyclinic18@gmail.com,Al Bada,Al Bada
413,Dr Michaels Childrens Dental Center LLC,مركز الدكتور مايكل لطب اسنان الأطفال ش ذ م م,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Mubarak Khalfan Kharbash Abdulla,Umm Saquiem First,Um Suqaim - 1,,www.drmichaels.com,971-50-7749492,,,10/25/2020,FAC_ACT,119,25.170577,55.150404,pro.drmichaels@gmail.com,Um Suqaim - 1,Um Suqaim - 1
414,Aster Jubilee Medical Complex Br Of D M Healthcare LLC,استر جوبلي ميديكال كومبلكس فرع من د م للرعاية الصحيية ش د م م,Pediatrics,طبيب مسجل طب الأطفال,Day Surgery Center,مركز جراحة اليوم,Al Futtaim Real Estate,Khalid Bin Waleed Road 79,,,,971-55-7009111,,,10/14/2020,FAC_ACT,,90,90,pr@asterdmhealthcare.com,,
419,Al Das Medical Clinic,عيادة الداس الطبية,Dermatology,جلدية,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Shoreline Trunk 10,palm street ,Palm  - Jumeira,,www.aldasclinic.com,971-56-5337481,,,6/21/2020,FAC_ACT_AEX,163,25.1141778,55.14169946,scp@bindrai.com,Palm  - Jumeira,Palm  - Jumeira
422,Platinum Medical Center,مركز بلاتينوم الطبي,Prosthodontics,استعاضة وتركيبات الأسنان,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Unit 4- Building R262,Jumeira Street 152,Jumeira - 1,,www.eve-ivf.com,971-50-3039478,,,3/29/2020,FAC_EXP,106,25.22051771,55.25432545,platinummedicalcenterdxb@gmail.com,Jumeira - 1,Jumeira - 1
425,Toddler Town British Nursery,حضانة تودلير تاون بيرتش,Nursing,التمريض,School clinic,عيادة مدرسة,Amwaj-5 Jbr Dubai Marina,Al Sayorah Street,Dubai Marina and Jumeira Beach,,,971-55-7009111,,,3/14/2021,FAC_ACT,139,25.07367449,55.13104486,md@toddlertown.ae,Dubai Marina and Jumeira Beach,Dubai Marina and Jumeira Beach
426,Oris Dental Center Branch,مركز اوريس لطب الاسنان فرع,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Um Sequem 5 Villas,Jumeirah Street,Um Suqaim - 3,,www.orisdentalcenter.ae,971-4380990,,,3/20/2021,FAC_ACT,127,25.13956001,55.19051386,jumeirah@orisdentalcenter.ae,Um Suqaim - 3,Um Suqaim - 3
427,Vitalite Medical Center,مركز فيتاليتي الطبي,Pediatrics,طب الأطفال,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Al Salam town Center,al hebiah third,Unnamed,,,,,,3/14/2021,FAC_ACT,168,90,90,,Unnamed,Unnamed
435,M A G Health Clinic,عيادة ام ايه جي الطبية,General Practice,طب عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Api Business Suites,45 Street,Al Barshaa - 1,,www.magclinic.ae,971-55-5530685,,,1/8/2021,FAC_ACT,132,25.10773078,55.18196385,suhala.tazeen@nicecare-dubai.com,Al Barshaa - 1,Al Barshaa - 1
436,The Ritz Carlton Difc,الريتز كارلتون مركز دبى المالى العالمى,Nursing,التمريض,Hotel clinic,عيادة فندق,The Ritz Carlton Hotel,Dubai International Financial Center,Trade Center - 2,,,971-55-5592540,,,3/28/2020,FAC_EXP,109,25.170577,55.150404,ehlms2002@yahoo.com,Trade Center - 2,Trade Center - 2
437,Medicom Pharmacy 31,صيدلية مديكوم,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Ahmed Ramadha Juma,8a Street 71,Al Satwa,,,971-43859232,,,3/28/2021,FAC_ACT,13,25.23081976,55.27189856,mediph31@eim.ae,Al Satwa,Al Satwa
438,Koster Clinic,عيادة كوستر,Obstetrics and Gynecology,أمراض النساء والولادة,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Villa 1,Umm Suqeim 3,Um Suqaim - 3,,www.kosterclinic.com,971-050-7097190,,,3/30/2021,FAC_ACT,127,25.170577,55.150404,adashoe@gmail.com,Um Suqaim - 3,Um Suqaim - 3
442,Optical Palace Star,نظارات نجمة العاصمة,Optometry,بصريات,Optical Center,مركز بصري,Jamal Yousuf Bldg,"Rolla Street,Bur Dubai",Al Rafa,,,971-55-8393123,,,6/27/2020,FAC_ACT_AEX,12,25.170577,55.150404,opticalpalacestar@gmail.com,Al Rafa,Al Rafa
444,Al Azhar Clinic - Branch 2,عيادة الازهر فرع,General Practice,طب عام,General Clinic,عيادة عامة,Emirates Park Trading,5 Street,Dubai City Industrial - 2,,,971-50-6288708,,,2/4/2021,FAC_ACT,176,24.98721236,55.1966518,drsanjay@eim.ae,Dubai City Industrial - 2,Dubai City Industrial - 2
450,Sama Sante Medical Center LLC,مركز ساما سانتى الطبي ش ذ م م,,,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Obaid,Al Wasl Road 1062,Um Suqaim - 2,,,050-737-04666,,,3/1/2020,FAC_EXP,123,25.15384906,55.21481115,,Um Suqaim - 2,Um Suqaim - 2
453,Springdales School LLC,مدرسة سبرينجديلز ش ذ م م,General Practice,طب عام,School clinic,عيادة مدرسة,Springdales School Dubai,Al qouz 4,Al Qoze - 4,,springdalesdubai.com,971-55-9665702,,,4/19/2021,FAC_ACT,122,25.14962187,55.25310834,admin@springdalesdubai.com,Al Qoze - 4,Al Qoze - 4
454,Apple Care Pharmacy L L C,صيدلية ايبل كاير ش ذ م م,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,France Cluster P.04,International city - Warsaw 1,Warsan - 1,,,971-55-5530362,,,4/20/2020,FAC_ACT_AEX,158,25.1608753,55.40487977,applecarepharmacy@gmail.com,Warsan - 1,Warsan - 1
461,Dr Reena Beegum Clinic Branch,عيادة الدكتورة رينا بيجم فوع,General Practice,طب عام,PolyClinic (2spec),عيادة متعددة الاختصاصات (تخصصان),nesto building ,jabal ali freezone,Unnamed,,,,,,9/26/2020,FAC_ACT,168,90,90,,Unnamed,Unnamed
465,Mediclinic Dubai Mall Medical Centre Br Mediclinic Clinics LLC,ميدى كلينك دبى مول ميديكال سنتر فرع من ميدى كلنكس,General Practice,طب عام,Day Surgery Center,مركز جراحة اليوم,Dubaimall,Metro Link,Unnamed,,,971-56-5017393,,,10/29/2020,FAC_ACT,168,25.19926315,55.27636082,Jassim.AlBalooshi@mediclinic.ae,Unnamed,Unnamed
475,Burjeel Hospital For Advanced Surgery,مستشفي برجيل للجراحة المتطورة ش.ذ.م..م,Anesthesia,تخدير,General Hospital (<50),مستشفى (أقل من 50 سرير),N/A,Al Quoz Industrial First,Al Qoze Industrial - 1,,,971-50-4567725,,,5/18/2020,FAC_ACT_AEX,125,25.170577,55.150404,drraoof@burjeelspecialty.com,Al Qoze Industrial - 1,Al Qoze Industrial - 1
478,Health First Pharmacy 25,صيدلية هيلث فيرست خمسة وعشرين,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Souq Extra Barsha LLC,37 Street 10,Al Barshaa - 2,,,971-050-1891795,,,5/19/2020,FAC_ACT_AEX,134,25.09480119,55.21416415,info@planetme.ae,Al Barshaa - 2,Al Barshaa - 2
479,Hollywood Smile Dental Clinic,عيادة هوليوود سمايل للاسنان,General Dentistry,طب أسنان عام,PolyClinic (2spec),عيادة متعددة الاختصاصات (تخصصان),Al Maha Bldg,Al Bada,,,,050-737-0466,,,7/25/2020,FAC_ACT,,90,90,,,
484,Gems New Millennium School Alkhail,مدرسة جيمس نيو ملينيوم,Nursing,التمريض,School clinic,عيادة مدرسة,Gems New Millennium School Alkhail,حدائق الشيخ محمد بن راشد,Unnamed,,,009-715-57778727,,,5/28/2021,FAC_ACT,168,25.170577,55.150404,mohamed.m3_nms@gemsedu.com,Unnamed,Unnamed
487,Barada Pharmacy,صيدلية بردى ش.ذ.م.م,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Wasl Building,38 Street,Al Barshaa - 1,,,971-055-6206103,,,6/7/2020,FAC_ACT_AEX,132,25.11294382,55.19148801,kakramah@hotmail.com,Al Barshaa - 1,Al Barshaa - 1
488,Xie He Medical Center,مركز آكسى هى الطبي ش ذ م م,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),China Cluster,Warsan ,Warsan - 1,,,055-602-3031,,,6/7/2020,FAC_ACT_AEX,158,25.17145817,55.41427991,eileen@swinglobal.com,Warsan - 1,Warsan - 1
490,Pharmazone Pharmacy,صيدلية فارما المنطقة,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Block 6,Al Burooj Street,Al Sufouh - 1,,,971-55-8989456,,,6/7/2020,FAC_ACT_AEX,131,25.10350371,55.16286434,pharmazone.dubai@gmail.com,Al Sufouh - 1,Al Sufouh - 1
491,Access Clinic Sonapur Br Of Dm Healthcare LLC,عيادة اكسس سونابور فرع من د م للرعاية الصحية ش,General Practice,طب عام,General Clinic,عيادة عامة,Sameya Khalifa Mohd Alfuqaei,24 Street 12,Muhaisanah - 2,,,971-55-7009111,,,1/11/2021,FAC_ACT,90,25.26040488,55.42310991,pr@asterdmhealthcare.com,Muhaisanah - 2,Muhaisanah - 2
493,Smile Design Clinic,عيادة سمايل ديزاين,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Wafa Adnan Mawlod Kalemat,Al Wasl Road,Al Bada,,,971-55-4409965,,,6/19/2020,FAC_ACT_AEX,107,25.2160559,55.26002512,hani.saad@hotmail.com,Al Bada,Al Bada
495,Muriat Pharmacy L L C,صيدلية موريات ش ذ م م,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Mohammed Saeed Hareb Building,18 Street,Oudh Metha,,,971-52-7650021,,,6/22/2020,FAC_ACT_AEX,43,25.23230514,55.31283307,,Oudh Metha,Oudh Metha
497,Al Manara Almanzil Pharmacy,صيدلية المنارة المنزل,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Dukkan Al Manzil,Al Sheikh Zayed Road,Borj  Dubai,,,971-50-5924124,,,6/24/2020,FAC_ACT_AEX,-99,25.170577,55.150404,safia@sinamed.ae,Borj  Dubai,Borj  Dubai
501,Z O E Dental Clinic,عيادة زد او اي لطب الاسنان,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),"Business Village Block B. , Deira , Dubai",3c Street 54,Port Saeed,,www.zoedubai.com,971-50-1780781,,,6/28/2020,FAC_ACT_AEX,32,25.25675267,55.32640064,zoe.dentalclinc@gmail.com,Port Saeed,Port Saeed
502,Vision Style Optical L L C Br 2,فيجن اند ستايل للنظارات,Optometry,بصريات,Optical Center,مركز بصري,Ahmed Abdulla Hussain Lootah,Damascus Street,Al Qusais - 1,,,971-50-8592827,,,6/29/2020,FAC_ACT_AEX,74,25.27207029,55.38085565,visionstyle2005@gmail.com,Al Qusais - 1,Al Qusais - 1
504,Step By Step Nursery,حضانة خطوة بخطوة,Nursing,التمريض,School clinic,عيادة مدرسة,Dubai Property,Alrawia,Jebeel Ali - 1,,,97-56-2210991,,,6/29/2020,FAC_ACT_AEX,136,25.170577,55.150404,nurserystepbystep@yahoo.com,Jebeel Ali - 1,Jebeel Ali - 1
510,Dha-Blood Donation Center,مركز دبي للتبرع بالدم,,,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Dha,Dha,Al Mankhoul,,,971-4-2197000,,,3/8/2020,FAC_EXP,23,25.170577,55.150404,dhabdc@dha.gov.ae,Al Mankhoul,Al Mankhoul
515,Safe Way Pharmacy LLC,صيدلية سيف واي ش ذ م م,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Emirates Garden 1- Gardenia 2,Lolow Street,Al Barsha Suoth - 5,,,971-050-4693105,,,7/12/2020,FAC_ACT,195,25.05446842,55.21220451,safeway.pharmacy@ymail.com,Al Barsha Suoth - 5,Al Barsha Suoth - 5
524,Dr Kayle Aesthetic Clinic,عيادة د.كيله التجميلية,Plastic Surgery,الجراحة التجميلية,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Al Reef Villas Ii,Al Wasl Road 115,Um Suqaim - 2,,,971-050-5636222,,,7/27/2020,FAC_ACT,123,25.14495559,55.20802093,,Um Suqaim - 2,Um Suqaim - 2
548,Al Garhoud Hospital Pharmacy,صيدلية مستشفى القرهود,Pharmacy,الصيدلة,Community (Out Patient ) Pharmacy,صيدلية,Al Garhoud Private Hospital,Al Garhoud,Al Garhoud,,,971-55-8009009,,,3/24/2021,FAC_ACT,45,25.170577,55.150404,hrd@hmsco.ae,Al Garhoud,Al Garhoud
553,Access Clinic Freezone Br Of Dm Healthcare LLC,عيادة اكسس فريزون ف ر ع د م للرعاية الصحية ش ذ م م,General Practice,طب عام,PolyClinic (2spec),عيادة متعددة الاختصاصات (تخصصان),Commercial Complex Jafza,Jafza ,Jafza + ( Jebeel Ali  Housing Scheme),,,971-55-7009111,,,11/4/2020,FAC_ACT,150,24.94760646,55.08255333,pr@asterdmhealthcare.com,Jafza + ( Jebeel Ali  Housing Scheme),Jafza + ( Jebeel Ali  Housing Scheme)
555,Clover Medical Center LLC,مركز كلور الطبية ش.ذ.م.م,General Dentistry,طب أسنان عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Warsan,Al Thanyah - 3,,,www.mydubaidentist.com,971-55-8908089,,,8/16/2020,FAC_ACT,,90,90,clovermedicalcentre@gmail.com,,
561,Icare (BR Of Excel Health Care L.L.C),أي كير فرع من إكسل هيلث كير ش ذ م م,General Practice,طب عام,PolyClinic (3 specs or more),عيادة متعددة الاختصاصات (3 تخصاصات وأكثر),Lamcy Plaza Shopping Centre,Sh.Zaid Road,Oudh Metha,,,971-50-5705895,,,3/27/2021,FAC_ACT,43,25.170577,55.150404,Anish.Bhanu@icare-clinics.com,Oudh Metha,Oudh Metha
